id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,thumbnail_url,zipcode,bedrooms,beds
20568215,5.521460917862246,,,,4,2.0,,,True,,,,True,True,,,False,,40.68296752971582,-73.93804265850531,,,3,80,,,2.0,2.0
11473041,4.382026634673881,,,,2,1.0,,,True,,,,True,False,,,False,,40.76538278238552,-73.9888596599881,,,1,100,,,1.0,1.0
14698794,4.74493212836325,,,,6,1.0,,,True,,,,True,True,,,False,,34.07642087295773,-118.28460970018446,,,1,100,,,2.0,2.0
2259813,5.1647859739235145,,,,3,1.0,,,False,,,,True,True,,,False,,42.38288298614747,-71.06784338474553,,,5,100,,,2.0,2.0
19981334,3.555348061489413,,,,2,1.0,,,True,,,,True,True,,,False,,34.07449269541281,-118.12790026312553,,,14,99,,,1.0,1.0
20034233,5.6167710976665735,,,,6,1.0,,,True,,,,True,True,,,True,,37.78659319594401,-122.44222367602268,,,186,97,,,2.0,4.0
7483034,5.272999558563747,,,,5,2.0,,,True,,,,True,False,,,False,,34.15804479825278,-118.43231116795654,,,3,100,,,3.0,3.0
2664975,5.1647859739235145,,,,2,1.0,,,False,,,,True,True,,,False,,40.77737345060693,-73.9503169722755,,,6,97,,,0.0,1.0
16131645,4.859812404361672,,,,4,1.0,,,True,,,,True,False,,,False,,40.68365460447677,-73.91069218301242,,,15,87,,,1.0,1.0
7575345,5.433722003554242,,,,2,1.0,,,True,,,,True,True,,,False,,42.34259444459376,-71.07942070179357,,,9,89,,,,1.0
13766593,4.59511985013459,,,,2,1.0,,,True,,,,True,True,,,False,,40.85556804500288,-73.93641398048578,,,2,100,,,1.0,1.0
14964764,4.4998096703302615,,,,1,1.0,,,True,,,,True,True,,,False,,40.67859123825739,-73.938782582867,,,34,94,,,1.0,1.0
16122163,4.553876891600541,,,,3,1.0,,,True,,,,True,True,,,True,,37.7794809080199,-122.44084650231451,,,8,75,,,1.0,2.0
20054400,5.1647859739235145,,,,3,1.0,,,True,,,,True,True,,,False,,40.71783120033809,-73.98391764780041,,,11,94,,,1.0,2.0
2754149,4.584967478670572,,,,2,1.0,,,True,,,,True,True,,,True,,34.077132691029504,-118.31328032880864,,,36,96,,,1.0,1.0
11760628,4.59511985013459,,,,3,1.0,,,False,,,,True,True,,,False,,40.65796918004309,-73.97946128731374,,,27,87,,,1.0,1.0
8642982,4.867534450455582,,,,6,1.5,,,False,,,,True,True,,,False,,40.60330883781009,-73.95779187066869,,,2,90,,,3.0,3.0
19506327,4.189654742026425,,,,2,1.0,,,True,,,,True,False,,,True,,34.03576779964735,-118.4313963287562,,,2,60,,,1.0,1.0
14783267,4.787491742782046,,,,2,1.0,,,True,,,,True,True,,,False,,40.70774000806222,-73.95112154944184,,,9,93,,,1.0,1.0
1048797,4.31748811353631,,,,2,1.0,,,True,,,,True,True,,,False,,40.713364109895146,-73.96192273809763,,,167,89,,,1.0,1.0
7771546,4.605170185988092,,,,2,1.0,,,True,,,,True,True,,,True,,33.9825690027028,-118.45621739715,,,12,98,,,1.0,1.0
19737908,5.087596335232384,,,,4,1.0,,,True,,,,True,True,,,False,,34.059208896135175,-118.44281609763216,,,3,93,,,0.0,1.0
17330389,5.991464547107983,,,,8,3.0,,,True,,,,True,True,,,False,,34.03546963198376,-118.69780064093244,,,0,-9223372036854775808,,,3.0,4.0
982304,6.261491684321044,,,,5,1.0,,,True,,,,True,True,,,False,,42.36254624854516,-71.13394720472692,,,0,-9223372036854775808,,,2.0,2.0
624248,4.382026634673881,,,,2,1.0,,,True,,,,True,True,,,True,,40.68810741934134,-73.95850391204466,,,9,100,,,1.0,1.0
13616847,5.978885764901122,,,,6,3.0,,,True,,,,True,True,,,False,,37.76498803937782,-122.44261756571431,,,48,99,,,3.0,3.0
13654448,4.8283137373023015,,,,2,1.0,,,True,,,,True,True,,,False,,37.777096668235934,-122.43762636881924,,,102,95,,,1.0,1.0
19474011,3.610917912644224,,,,3,1.0,,,True,,,,True,True,,,False,,40.68983558990284,-73.91506948632019,,,0,-9223372036854775808,,,1.0,2.0
4258491,5.010635294096256,,,,2,1.0,,,False,,,,True,False,,,False,,40.67731029032302,-73.94615643674497,,,3,100,,,1.0,1.0
4879306,4.127134385045092,,,,2,1.5,,,True,,,,True,False,,,False,,40.688696004641926,-73.94099131447726,,,2,100,,,1.0,1.0
1550146,5.010635294096256,,,,4,1.0,,,True,,,,True,True,,,False,,34.090794475449336,-118.2487132144294,,,8,93,,,2.0,2.0
12952172,4.634728988229637,,,,6,1.5,,,False,,,,True,False,,,False,,40.61356644747819,-74.1356613294324,,,0,-9223372036854775808,,,3.0,4.0
5940622,5.220355825078324,,,,4,1.5,,,True,,,,True,False,,,False,,38.90563943325356,-77.05883042464858,,,4,100,,,2.0,2.0
21024236,5.963579343618448,,,,5,2.0,,,True,,,,True,True,,,False,,42.35152667387897,-71.0600035097666,,,3,100,,,2.0,3.0
9786021,3.912023005428147,,,,2,2.0,,,False,,,,True,True,,,False,,34.09213077110056,-118.35514131553045,,,23,93,,,1.0,1.0
15300708,5.272999558563747,,,,2,1.0,,,True,,,,True,True,,,False,,37.78064683535903,-122.40516578897754,,,2,100,,,1.0,1.0
10175033,4.248495242049359,,,,2,1.0,,,True,,,,True,False,,,False,,40.71280329895739,-73.98052948926983,,,9,91,,,1.0,1.0
15806332,4.8283137373023015,,,,2,1.0,,,False,,,,True,True,,,False,,40.771358383643175,-73.95433012008006,,,0,-9223372036854775808,,,1.0,1.0
2134400,4.4067192472642525,,,,2,1.0,,,True,,,,True,True,,,False,,34.048230273778984,-118.35569021071171,,,51,93,,,0.0,2.0
11927300,4.4998096703302615,,,,2,1.0,,,False,,,,True,False,,,False,,40.67989714184666,-73.90576243105055,,,43,92,,,0.0,1.0
16431249,4.442651256490317,,,,1,1.0,,,True,,,,True,True,,,False,,40.782792478491785,-73.95265030905853,,,2,100,,,1.0,1.0
12265833,5.298317366548036,,,,2,1.0,,,True,,,,True,False,,,False,,40.728644389074006,-73.98101587243188,,,1,100,,,1.0,1.0
11047668,4.174387269895637,,,,4,1.0,,,True,,,,True,False,,,False,,34.21215398208388,-118.40382373376184,,,0,-9223372036854775808,,,1.0,2.0
9602518,4.691347882229144,,,,2,1.0,,,True,,,,True,True,,,True,,37.76727839795632,-122.42230734538389,,,22,96,,,1.0,1.0
4645486,6.131226489483143,,,,6,2.5,,,True,,,,True,True,,,False,,34.06128041311921,-118.74168893221376,,,2,100,,,3.0,3.0
12757706,5.9532433342877855,,,,6,2.5,,,True,,,,True,False,,,False,,37.75748505905947,-122.4471908281266,,,0,-9223372036854775808,,,3.0,4.0
14559074,5.783825182329737,,,,8,2.0,,,True,,,,True,True,,,False,,40.77787781592433,-73.9770834413046,,,8,80,,,1.0,2.0
20706278,3.3672958299864737,,,,1,1.5,,,False,,,,True,False,,,True,,34.27455564552706,-118.406968658072,,,4,90,,,1.0,1.0
18196542,3.688879454113936,,,,2,1.0,,,True,,,,True,True,,,False,,40.69902868694374,-73.91721568525472,,,1,80,,,1.0,1.0
3750257,6.214608098422191,,,,6,1.5,,,False,,,,True,True,,,False,,38.91474643516096,-77.02494781673006,,,1,100,,,2.0,3.0
17712350,4.382026634673881,,,,2,2.0,,,True,,,,True,True,,,False,,42.32685151777795,-71.09354561759915,,,31,97,,,1.0,1.0
11659296,4.0943445622221,,,,2,2.0,,,True,,,,True,True,,,False,,40.6679335601717,-73.98326913594025,,,9,93,,,1.0,1.0
13018127,5.135798437050261,,,,2,2.0,,,True,,,,True,True,,,True,,40.716083301308814,-73.99106897884042,,,1,100,,,1.0,1.0
18687283,4.8283137373023015,,,,4,1.0,,,True,,,,True,True,,,True,,34.450592598629065,-118.67602554579793,,,67,98,,,1.0,4.0
5885130,4.653960350157523,,,,2,1.0,,,True,,,,True,False,,,False,,40.70564020171015,-73.89246102944094,,,0,-9223372036854775808,,,1.0,1.0
8986585,5.9532433342877855,,,,6,2.0,,,True,,,,True,False,,,False,,40.71595696086172,-74.01400831675109,,,0,-9223372036854775808,,,3.0,4.0
18265842,5.1647859739235145,,,,2,1.0,,,False,,,,True,True,,,False,,40.7181203914902,-73.95248249944605,,,2,100,,,0.0,1.0
7773967,4.174387269895637,,,,2,1.0,,,True,,,,True,True,,,False,,34.015184665417245,-118.4664090929373,,,31,95,,,1.0,1.0
13795421,4.553876891600541,,,,2,1.0,,,False,,,,True,True,,,False,,34.176705498737114,-118.3757890192134,,,2,100,,,1.0,1.0
7955984,5.37989735354046,,,,4,1.0,,,True,,,,True,False,,,False,,38.93268495681029,-77.02027559054417,,,13,97,,,1.0,2.0
18125983,5.521460917862246,,,,2,1.0,,,True,,,,True,True,,,False,,34.017454061939496,-118.81810287674944,,,36,99,,,1.0,1.0
20590180,5.68697535633982,,,,4,2.0,,,True,,,,True,False,,,False,,40.72538888280872,-73.97963388208603,,,28,99,,,2.0,3.0
515260,4.007333185232471,,,,1,1.0,,,True,,,,True,True,,,True,,40.70240239874071,-73.9215876134138,,,6,100,,,1.0,1.0
15146022,5.991464547107983,,,,10,3.0,,,True,,,,True,True,,,False,,33.786698095887964,-118.31367743404978,,,3,93,,,4.0,5.0
455801,4.4188406077965965,,,,4,1.0,,,True,,,,True,True,,,False,,34.03990931474068,-118.32395118084544,,,126,91,,,1.0,2.0
1887489,3.828641396489095,,,,2,1.0,,,False,,,,True,True,,,False,,34.06291633255905,-118.45208807352356,,,1,20,,,1.0,1.0
3167974,3.7612001156935615,,,,1,1.0,,,False,,,,True,True,,,True,,40.8152415902516,-73.94751202294209,,,81,91,,,1.0,1.0
16630498,5.666426688112433,,,,4,2.0,,,True,,,,True,True,,,False,,33.968667974696714,-118.45797639919395,,,26,98,,,2.0,2.0
2175930,5.6167710976665735,,,,4,1.0,,,True,,,,True,True,,,False,,40.74329285160685,-74.00271006576837,,,5,96,,,1.0,2.0
16412763,5.1647859739235145,,,,3,1.0,,,True,,,,True,True,,,False,,41.885620679000674,-87.61740869059929,,,1,100,,,1.0,1.0
2259719,3.912023005428147,,,,2,1.0,,,False,,,,True,True,,,False,,34.210185434363844,-118.34931401737012,,,7,87,,,1.0,1.0
20667572,6.214608098422191,,,,2,1.0,,,False,,,,True,True,,,False,,40.7812774257856,-73.9830156077504,,,0,-9223372036854775808,,,1.0,1.0
17847644,4.07753744390572,,,,2,1.0,,,True,,,,True,False,,,True,,40.698295117339136,-73.93593092085965,,,5,76,,,1.0,1.0
18923450,5.288267030694535,,,,2,1.0,,,True,,,,True,True,,,False,,37.76687570466795,-122.44645714286308,,,138,95,,,1.0,1.0
15448688,5.1647859739235145,,,,1,1.0,,,False,,,,True,False,,,False,,34.06235401962737,-118.24481175225306,,,0,-9223372036854775808,,,1.0,1.0
15203727,3.737669618283368,,,,2,1.0,,,True,,,,True,True,,,True,,33.81493074571184,-118.1908710132645,,,58,89,,,1.0,1.0
1654170,4.31748811353631,,,,2,1.0,,,True,,,,True,True,,,False,,34.11224295463385,-118.3167543430748,,,73,98,,,1.0,1.0
15636707,5.883322388488279,,,,2,1.0,,,True,,,,True,True,,,False,,41.89056234507889,-87.62648923924259,,,1,80,,,0.0,1.0
15982486,4.382026634673881,,,,2,1.0,,,True,,,,True,True,,,True,,42.33347027308145,-71.10911800170702,,,1,100,,,1.0,1.0
17462133,5.003946305945459,,,,4,1.0,,,True,,,,True,True,,,False,,37.753529720180246,-122.4524444223498,,,72,93,,,1.0,2.0
18078627,4.927253685157205,,,,4,1.0,,,True,,,,True,False,,,False,,34.13748924366524,-118.36752551869968,,,38,94,,,1.0,3.0
19242128,4.382026634673881,,,,2,1.0,,,True,,,,True,True,,,True,,34.167977747963576,-118.077344637359,,,21,94,,,1.0,1.0
19247246,4.48863636973214,,,,2,1.0,,,False,,,,True,False,,,False,,40.80648348442592,-73.94052497814559,,,22,95,,,1.0,1.0
16243308,3.871201010907892,,,,3,1.0,,,False,,,,True,True,,,True,,34.19427305003781,-118.380012751147,,,68,92,,,1.0,2.0
20137770,4.7791234931115305,,,,2,1.0,,,False,,,,True,True,,,False,,40.76510625538589,-73.99431953946936,,,44,91,,,0.0,1.0
3219171,4.5217885770490405,,,,10,4.5,,,True,,,,True,False,,,True,,33.872121219316114,-118.03526855984242,,,0,-9223372036854775808,,,5.0,5.0
19193758,4.59511985013459,,,,2,1.0,,,True,,,,True,True,,,False,,40.65573214206516,-73.98047516336415,,,2,90,,,0.0,2.0
16368734,6.907755278982138,,,,4,2.0,,,False,,,,True,False,,,True,,38.90963885427164,-77.02258249709595,,,0,-9223372036854775808,,,2.0,2.0
13309996,5.220355825078324,,,,2,5.0,,,False,,,,True,False,,,False,,34.10636416697336,-118.20981258197708,,,0,-9223372036854775808,,,1.0,5.0
443646,4.787491742782046,,,,2,1.0,,,False,,,,True,True,,,False,,37.74761575158799,-122.42565652611044,,,1,100,,,1.0,1.0
3384323,4.934473933130692,,,,2,1.0,,,True,,,,True,True,,,False,,33.991633817618066,-118.47779796938345,,,0,-9223372036854775808,,,0.0,1.0
13811836,5.337538079701318,,,,5,1.0,,,True,,,,True,True,,,True,,34.04642538865088,-118.26172878364704,,,4,100,,,1.0,3.0
5250051,5.1929568508902095,,,,2,1.0,,,True,,,,True,True,,,False,,33.99260560581077,-118.46305626221888,,,15,96,,,1.0,1.0
9571665,4.8283137373023015,,,,2,1.0,,,False,,,,True,True,,,False,,34.137199135104,-118.38686672266024,,,3,100,,,1.0,1.0
14199379,3.912023005428147,,,,1,2.0,,,False,,,,True,True,,,True,,34.047518211954134,-118.2342762967193,,,40,96,,,1.0,1.0
20208787,5.187385805840755,,,,6,2.5,,,True,,,,True,False,,,False,,38.927806254737945,-76.96173157833952,,,7,100,,,3.0,3.0
9150171,5.521460917862246,,,,2,1.0,,,True,,,,True,True,,,False,,40.7584922261193,-73.9907015547047,,,1,80,,,1.0,1.0
18347483,3.951243718581428,,,,2,1.0,,,False,,,,True,True,,,False,,42.34379756233822,-71.15630479773084,,,8,93,,,1.0,1.0
14575109,5.220355825078324,,,,2,1.0,,,True,,,,True,True,,,False,,40.79375871259614,-73.96734085627398,,,10,96,,,0.0,1.0
8532763,4.477336814478207,,,,2,1.0,,,True,,,,True,True,,,True,,34.101839342111106,-118.34161662353478,,,2,100,,,0.0,1.0
9550807,7.003065458786463,,,,4,1.0,,,False,,,,True,True,,,False,,40.76040281539351,-73.97410210516209,,,9,100,,,1.0,2.0
21188095,5.521460917862246,,,,5,2.0,,,True,,,,True,True,,,True,,37.750295576896704,-122.44204444898882,,,8,100,,,3.0,3.0
15805642,4.8283137373023015,,,,2,1.0,,,True,,,,True,True,,,True,,38.91132021374048,-77.03817365566658,,,107,96,,,1.0,1.0
20757371,4.174387269895637,,,,2,1.0,,,True,,,,True,True,,,True,,40.70752870469792,-73.95154054496045,,,17,92,,,1.0,1.0
10517632,4.634728988229637,,,,4,1.0,,,True,,,,True,True,,,True,,34.15955916097564,-118.39442164161343,,,12,97,,,1.0,2.0
18108134,4.442651256490317,,,,2,1.5,,,True,,,,True,False,,,True,,40.714973654770745,-73.9104384669434,,,1,80,,,1.0,2.0
11121225,4.90527477843843,,,,4,1.0,,,True,,,,True,True,,,True,,37.777336590895366,-122.42580324839622,,,5,92,,,1.0,2.0
20203225,4.90527477843843,,,,3,1.0,,,False,,,,True,False,,,False,,40.71275132676958,-73.96411338257364,,,14,97,,,1.0,1.0
9685324,4.174387269895637,,,,2,1.0,,,True,,,,True,True,,,False,,34.03400827255427,-118.30533888986342,,,18,98,,,0.0,1.0
7004468,4.0943445622221,,,,4,1.0,,,False,,,,True,True,,,True,,40.800964079835374,-73.96758020793764,,,0,-9223372036854775808,,,1.0,2.0
17109866,4.248495242049359,,,,1,1.0,,,False,,,,True,True,,,False,,33.99460541739987,-118.45007484536988,,,0,-9223372036854775808,,,,
9794825,5.010635294096256,,,,4,1.0,,,True,,,,True,False,,,False,,40.68780730763297,-73.91377223594183,,,2,90,,,2.0,2.0
5050799,4.3694478524670215,,,,2,1.0,,,True,,,,True,False,,,True,,42.3672480482459,-71.05611124289689,,,25,90,,,0.0,1.0
17476750,4.59511985013459,,,,2,1.0,,,True,,,,True,True,,,False,,34.026484806200884,-118.48259838618104,,,29,92,,,0.0,1.0
1425347,4.8283137373023015,,,,4,1.0,,,True,,,,True,True,,,True,,40.59057683218717,-73.7924750038017,,,28,89,,,1.0,3.0
1720583,5.736572297479192,,,,16,2.0,,,False,,,,True,True,,,False,,33.98212718328471,-118.46342464434306,,,7,87,,,2.0,3.0
17478124,5.043425116919247,,,,2,1.0,,,True,,,,True,True,,,False,,34.02578608150071,-118.49890160341504,,,3,100,,,0.0,1.0
11150526,5.1298987149230735,,,,4,1.0,,,True,,,,True,True,,,False,,34.043256822900005,-118.2510176007093,,,6,100,,,1.0,2.0
14199146,5.1929568508902095,,,,2,1.0,,,False,,,,True,True,,,False,,37.77262252678248,-122.44814440810092,,,0,-9223372036854775808,,,1.0,1.0
16740779,4.624972813284272,,,,2,1.0,,,True,,,,True,True,,,True,,40.780658769066505,-73.95177011832692,,,17,85,,,0.0,1.0
18627135,4.859812404361672,,,,2,1.0,,,True,,,,True,False,,,False,,34.16968340066565,-118.38743681126952,,,0,-9223372036854775808,,,1.0,1.0
225205,3.4011973816621555,,,,1,1.0,,,False,,,,True,False,,,False,,34.10186058876681,-118.34402300482284,,,36,90,,,1.0,1.0
13331968,5.010635294096256,,,,2,1.0,,,False,,,,True,True,,,False,,40.76880421358869,-73.95350279365734,,,0,-9223372036854775808,,,1.0,1.0
16416143,5.991464547107983,,,,4,2.0,,,False,,,,True,True,,,False,,40.79493885478652,-73.95011202938336,,,0,-9223372036854775808,,,3.0,4.0
12384692,4.859812404361672,,,,3,1.0,,,True,,,,True,True,,,False,,40.69404419541513,-73.98016662476144,,,0,-9223372036854775808,,,1.0,2.0
16270454,4.976733742420574,,,,1,1.0,,,False,,,,True,False,,,True,,40.80976280505893,-73.94306725482079,,,0,-9223372036854775808,,,1.0,1.0
15294943,4.700480365792417,,,,4,1.0,,,False,,,,True,False,,,False,,40.62112252285609,-73.97000917065792,,,5,90,,,1.0,4.0
16929145,3.555348061489413,,,,2,0.0,,,True,,,,True,False,,,False,,33.9709949543288,-118.34978831475678,,,15,88,,,1.0,1.0
13923267,5.926926025970412,,,,8,2.0,,,True,,,,True,False,,,False,,40.76115742468341,-73.96110411220887,,,0,-9223372036854775808,,,3.0,4.0
2091153,6.684611727667928,,,,6,2.5,,,False,,,,True,False,,,False,,38.89283222437928,-76.9976961441104,,,0,-9223372036854775808,,,2.0,4.0
17889536,4.59511985013459,,,,2,1.0,,,True,,,,True,False,,,False,,40.72280306482643,-73.99798577197572,,,1,100,,,1.0,1.0
1074406,5.736572297479192,,,,2,1.0,,,False,,,,True,True,,,True,,40.73569032366314,-74.00506835835661,,,0,-9223372036854775808,,,1.0,1.0
6261296,4.442651256490317,,,,2,1.0,,,True,,,,True,True,,,False,,40.78217331809473,-73.94746252228053,,,16,94,,,1.0,1.0
18089318,4.442651256490317,,,,2,1.0,,,True,,,,True,True,,,False,,41.90245992898896,-87.63238101782257,,,14,89,,,0.0,1.0
4833294,5.1929568508902095,,,,2,1.0,,,True,,,,True,False,,,True,,34.05932597510664,-118.4091125177026,,,2,90,,,1.0,1.0
131747,5.1929568508902095,,,,4,1.0,,,False,,,,True,False,,,False,,40.729494113379225,-73.97894376444098,,,2,80,,,2.0,2.0
16445600,5.66988092298052,,,,3,1.0,,,True,,,,True,True,,,False,,40.726389477921366,-73.98874639146881,,,23,99,,,1.0,1.0
7327920,5.926926025970412,,,,5,1.0,,,True,,,,True,True,,,False,,37.761502303157016,-122.42116837977616,,,7,100,,,2.0,2.0
16243107,5.272999558563747,,,,5,2.0,,,True,,,,True,False,,,False,,42.3436390467313,-71.09933333204941,,,0,-9223372036854775808,,,2.0,1.0
13725947,4.442651256490317,,,,1,1.0,,,True,,,,True,False,,,True,,40.8002365441394,-73.96826480963432,,,1,100,,,1.0,1.0
17880165,4.060443010546419,,,,1,1.0,,,False,,,,True,True,,,False,,40.70245679244905,-73.92100655471727,,,4,100,,,1.0,1.0
17861841,4.442651256490317,,,,2,1.0,,,True,,,,True,False,,,True,,40.70026613183183,-73.93021870310672,,,8,100,,,0.0,1.0
16630434,5.135798437050261,,,,2,1.0,,,True,,,,True,True,,,False,,40.66961499650032,-73.97991495222315,,,10,96,,,1.0,1.0
6832557,4.787491742782046,,,,2,1.0,,,True,,,,True,False,,,True,,34.10430366233388,-118.33419416212335,,,1,100,,,1.0,1.0
9168586,5.075173815233828,,,,2,1.0,,,True,,,,True,True,,,False,,42.357888814668456,-71.06311027445885,,,58,98,,,1.0,1.0
15188419,4.605170185988092,,,,2,1.0,,,False,,,,True,True,,,False,,38.902977966535374,-77.05448185915938,,,1,80,,,0.0,1.0
469810,4.700480365792417,,,,2,1.5,,,True,,,,True,True,,,False,,40.794939663287074,-73.94556848194732,,,11,94,,,1.0,1.0
5029761,3.951243718581428,,,,2,1.0,,,True,,,,True,False,,,True,,40.68621549985061,-73.94675397472152,,,15,92,,,1.0,1.0
2739703,4.709530201312334,,,,2,1.0,,,True,,,,True,True,,,False,,33.98626692449721,-118.44986851783092,,,79,98,,,1.0,1.0
5586306,4.4998096703302615,,,,4,1.0,,,False,,,,True,True,,,False,,38.93970833627823,-76.99411326409498,,,98,94,,,1.0,1.0
11077219,4.691347882229144,,,,4,1.0,,,True,,,,True,True,,,False,,34.050165723062854,-118.43643051786287,,,17,85,,,1.0,2.0
12414037,4.007333185232471,,,,7,1.0,,,True,,,,True,True,,,False,,34.0996578610236,-118.30604065968978,,,2,100,,,1.0,2.0
19927986,4.543294782270004,,,,2,1.0,,,True,,,,True,True,,,False,,34.09213818937151,-118.32234876131528,,,39,91,,,1.0,1.0
16959968,4.74493212836325,,,,2,1.0,,,True,,,,True,True,,,False,,40.77579446880557,-73.98863668335353,,,12,93,,,0.0,1.0
15888389,4.634728988229637,,,,4,1.0,,,True,,,,True,True,,,False,,40.80382674794331,-73.96792567642079,,,1,100,,,0.0,2.0
13150529,3.3672958299864737,,,,1,1.0,,,True,,,,True,False,,,False,,33.90134225297001,-118.30229351983972,,,0,-9223372036854775808,,,1.0,1.0
20773540,6.856461984594588,,,,8,4.0,,,True,,,,True,True,,,False,,34.0775632378887,-118.3749552579472,,,12,98,,,4.0,4.0
18388570,4.605170185988092,,,,2,1.0,,,False,,,,True,False,,,False,,38.932687624533074,-77.03843884817469,,,0,-9223372036854775808,,,0.0,1.0
20620600,5.220355825078324,,,,3,1.0,,,True,,,,True,False,,,False,,37.782552940833,-122.43790220661676,,,0,-9223372036854775808,,,1.0,1.0
15954428,5.075173815233828,,,,1,1.0,,,True,,,,True,False,,,True,,34.092017891033265,-118.3232044991962,,,0,-9223372036854775808,,,1.0,1.0
12419766,4.174387269895637,,,,3,1.0,,,True,,,,True,False,,,False,,34.18491495852753,-118.4703823832124,,,30,95,,,1.0,1.0
17587897,3.3672958299864737,,,,2,1.0,,,True,,,,True,True,,,True,,41.90352650394596,-87.62631660689705,,,0,-9223372036854775808,,,0.0,1.0
21051935,5.6167710976665735,,,,6,1.0,,,True,,,,True,False,,,False,,40.760049568953725,-73.97155555474144,,,1,60,,,2.0,3.0
7632804,4.0943445622221,,,,3,1.0,,,True,,,,True,False,,,True,,34.248465321626625,-118.34767055850472,,,8,100,,,1.0,2.0
18003619,4.59511985013459,,,,4,1.0,,,True,,,,True,True,,,False,,34.078313244231374,-118.297491387457,,,43,94,,,1.0,1.0
8937240,5.48063892334199,,,,8,1.5,,,True,,,,True,False,,,False,,34.000219964280575,-118.47934331485372,,,0,-9223372036854775808,,,3.0,4.0
6473307,4.248495242049359,,,,2,4.0,,,False,,,,True,True,,,False,,34.10099631458217,-118.32857697806791,,,187,94,,,1.0,1.0
6337168,5.220355825078324,,,,3,1.0,,,True,,,,True,False,,,True,,40.74457748796009,-73.99794568489844,,,5,100,,,0.0,1.0
19176565,4.59511985013459,,,,2,1.0,,,True,,,,True,True,,,True,,37.72722570787312,-122.43915097515509,,,123,97,,,1.0,1.0
18314694,5.293304824724492,,,,2,1.0,,,True,,,,True,True,,,False,,40.72409224603992,-74.0024061403938,,,63,94,,,1.0,1.0
13896597,3.828641396489095,,,,1,1.0,,,False,,,,True,False,,,False,,34.23948786466639,-118.26476023420383,,,0,-9223372036854775808,,,1.0,1.0
3084267,5.783825182329737,,,,4,1.0,,,False,,,,True,True,,,True,,38.898548256866114,-76.99895784643887,,,1,100,,,0.0,2.0
17649894,4.709530201312334,,,,2,1.0,,,True,,,,True,False,,,True,,40.69613685945394,-73.94965650675209,,,17,93,,,1.0,1.0
142177,4.477336814478207,,,,2,1.0,,,True,,,,True,True,,,False,,42.34112866240225,-71.14360409070865,,,0,-9223372036854775808,,,1.0,1.0
15438016,3.6375861597263857,,,,2,1.0,,,False,,,,True,False,,,True,,34.2373378051298,-118.53518391581758,,,2,90,,,1.0,2.0
12981814,3.555348061489413,,,,1,2.0,,,False,,,,True,False,,,True,,34.05612943516413,-118.44236212051598,,,4,100,,,1.0,1.0
13766952,3.688879454113936,,,,2,1.0,,,True,,,,True,True,,,False,,33.762939481244864,-118.18517791873836,,,34,100,,,1.0,1.0
9635607,4.653960350157523,,,,2,1.0,,,True,,,,True,False,,,True,,40.75967333188731,-73.99289140652091,,,13,100,,,0.0,1.0
16163323,3.6635616461296463,,,,2,1.5,,,True,,,,True,True,,,True,,38.9322405228987,-76.96977222601124,,,70,95,,,1.0,2.0
16599054,3.828641396489095,,,,2,1.0,,,True,,,,True,True,,,False,,38.94927664140761,-77.02403435264311,,,78,97,,,1.0,1.0
14505006,5.081404364984463,,,,1,1.0,,,False,,,,True,True,,,False,,34.148244854093434,-118.37008382608796,,,0,-9223372036854775808,,,1.0,1.0
8152867,5.1647859739235145,,,,4,1.0,,,True,,,,True,True,,,False,,40.79062992016113,-73.97863858392931,,,13,94,,,1.0,3.0
16670882,4.605170185988092,,,,2,1.5,,,True,,,,True,True,,,False,,37.7679867120732,-122.44553718284834,,,7,95,,,1.0,1.0
21054696,4.3694478524670215,,,,2,1.0,,,False,,,,True,True,,,True,,33.722756742758456,-118.29255866535802,,,18,94,,,1.0,1.0
10588426,4.59511985013459,,,,2,1.0,,,False,,,,True,False,,,True,,38.99388160068155,-77.04020477116661,,,0,-9223372036854775808,,,1.0,1.0
9862763,3.688879454113936,,,,1,1.0,,,True,,,,True,False,,,True,,40.6397583531457,-73.96419269207763,,,8,80,,,1.0,1.0
17909363,5.703782474656202,,,,4,1.5,,,True,,,,True,False,,,False,,37.79304941548428,-122.41856473084732,,,0,-9223372036854775808,,,2.0,2.0
13559613,4.605170185988092,,,,1,,,,False,,,,True,False,,,False,,40.68542293481946,-73.90732070323489,,,0,-9223372036854775808,,,1.0,
9588196,4.912654885736052,,,,6,1.0,,,True,,,,True,True,,,False,,40.80725805947016,-73.93814976365185,,,30,99,,,1.0,3.0
2917203,4.4998096703302615,,,,1,1.0,,,True,,,,True,True,,,False,,34.08764132302495,-118.37676239044303,,,1,100,,,1.0,1.0
9379983,4.442651256490317,,,,4,1.0,,,True,,,,True,False,,,True,,41.99652456324028,-87.66379743335709,,,55,95,,,1.0,1.0
15639615,4.8283137373023015,,,,4,1.0,,,True,,,,True,True,,,False,,38.9148853823833,-77.01629708835206,,,54,98,,,1.0,1.0
14205033,4.174387269895637,,,,2,1.5,,,True,,,,True,True,,,True,,34.167781441331414,-118.27189945045444,,,7,100,,,1.0,1.0
